order_id,user_id,restaurant_id,restaurant_name,driver_id,order_time,order_date,order_hour,is_weekend,is_ramadan_period,city,area,cuisine,item_name,quantity,unit_price_aed,delivery_fee_aed,total_price_aed,payment_method,delivery_distance_km,traffic_level,driver_vehicle,driver_availability,delivery_duration_mins,order_status,user_subscription,restaurant_health_score,order_quality_risk_score,churn_risk
ORD00025447,USR027171,RST00220,Sarap Dito JLT,DRV02246,2024-12-11 14:26:00,2024-12-11,14,0,0,Dubai,JLT,Filipino,Longganisa Rice,1,46.37,5,51.37,Credit Card,3.59,Low,Motorcycle,Available,27.2,Delivered,1,0.741,0.303,0
ORD00739036,USR005883,RST01845,Namaste Kitchen Muwaileh,DRV00047,2024-08-08 22:48:00,2024-08-08,22,0,0,Sharjah,Muwaileh,Indian,Garlic Naan,3,43.63,3,133.89,Apple Pay,12.08,High,Motorcycle,Unavailable,56.5,Delivered,1,0.795,0.454,0
ORD00512833,USR016465,RST00996,Saffron Table Al Majaz,DRV00251,2024-06-20 17:27:00,2024-06-20,17,0,0,Sharjah,Al Majaz,Indian,Dal Makhani,2,29.62,3,62.24,Apple Pay,4.57,High,Bicycle,Busy,49.7,Cancelled,1,0.727,0.447,0
ORD00215231,USR025994,RST00129,Babel Beirut Al Taawun,DRV01400,2024-04-27 11:40:00,2024-04-27,11,1,0,Sharjah,Al Taawun,Lebanese,Fattoush Salad,4,36.76,5,152.04,Debit Card,6.83,High,Bicycle,Available,69.9,Delivered,0,0.911,0.42,0
ORD00548723,USR020299,RST01579,Five Guys Kitchen Al Barsha,DRV01729,2024-04-17 16:43:00,2024-04-17,16,0,0,Dubai,Al Barsha,American,Beef Hot Dog,1,87.94,0,87.94,Credit Card,9.35,Medium,Motorcycle,Available,42.7,Delivered,1,0.899,0.292,1
ORD00223051,USR009173,RST01444,Vesuvio Kitchen Dubai Hills,DRV01207,2024-07-24 21:53:00,2024-07-24,21,0,0,Dubai,Dubai Hills,Italian,Pasta Carbonara,3,130.97,5,397.91,Credit Card,11.51,Medium,Bicycle,Available,88.4,Delivered,1,0.867,0.35,0
ORD00667232,USR022296,RST01593,Pampanga Kitchen Dubai Hills,DRV01295,2024-06-10 16:49:00,2024-06-10,16,0,0,Dubai,Dubai Hills,Filipino,Kare Kare,3,96.71,0,290.13,In-App Wallet,2.53,Very High,Motorcycle,Available,21.8,Cancelled,1,0.555,0.55,0
ORD00206548,USR022757,RST00080,Shawarma Station DIFC,DRV01883,2024-12-23 10:02:00,2024-12-23,10,0,0,Dubai,DIFC,Arabic,Falafel Wrap,2,137.81,5,280.62,Apple Pay,1.85,High,Bicycle,Available,24.8,Cancelled,0,0.484,0.482,0
ORD00300993,USR027558,RST00977,Patty Perfect Hamdan Street,DRV00336,2024-12-05 16:05:00,2024-12-05,16,0,0,Abu Dhabi,Hamdan Street,American,Loaded Fries,1,63.82,3,66.82,Credit Card,7.36,Low,Motorcycle,Busy,27.6,Delivered,1,0.779,0.251,0
ORD00405824,USR007704,RST00580,Green Valley Pakistani Mirdif,DRV00618,2024-11-03 20:02:00,2024-11-03,20,0,0,Dubai,Mirdif,Pakistani,Nihari,2,75.62,5,156.24,Credit Card,5.95,Medium,Motorcycle,Available,20.7,Delivered,1,0.844,0.252,0
ORD00638371,USR027769,RST00638,Emirati Table Jumeirah Village Triangle,DRV00891,2024-01-10 14:49:00,2024-01-10,14,0,0,Dubai,Jumeirah Village Triangle,Arabic,Dates & Karak,1,74.36,3,77.36,Credit Card,12.36,Very High,Motorcycle,Available,71.9,Delivered,1,0.574,0.641,0
ORD00490310,USR013173,RST01767,Namaste Kitchen Al Karamah,DRV01739,2024-03-23 22:17:00,2024-03-23,22,1,1,Abu Dhabi,Al Karamah,Indian,Mango Lassi,1,86.19,5,91.19,Credit Card,9.32,Medium,Bicycle,Busy,66.6,Delivered,1,0.918,0.351,0
ORD00270513,USR027068,RST01366,Al Dawaar Grill Al Rashidiya,DRV01821,2024-04-10 10:12:00,2024-04-10,10,0,0,Ajman,Al Rashidiya,Arabic,Mixed Grill,1,33.43,7,40.43,Apple Pay,0.88,Medium,Motorcycle,Available,12.8,Delivered,0,0.547,0.34,0
ORD00033717,USR006644,RST00764,Al Hamra Pakistani Al Majaz,DRV00602,2024-07-07 07:37:00,2024-07-07,7,0,0,Sharjah,Al Majaz,Pakistani,Daal Chawal,3,25.81,0,77.43,Apple Pay,11.62,Medium,Motorcycle,Available,55.9,Delivered,0,0.914,0.349,0
ORD00751831,USR028956,RST01946,Bedouin Kitchen Al Majaz,DRV00717,2024-07-19 06:04:00,2024-07-19,6,1,0,Sharjah,Al Majaz,Arabic,Chicken Shawarma,1,23.87,5,28.87,Credit Card,10.89,Medium,Motorcycle,Available,52.7,Delivered,1,0.849,0.378,0
ORD00685785,USR015703,RST00083,Trattoria Roma Al Nahda,DRV00264,2024-11-10 15:19:00,2024-11-10,15,0,0,Sharjah,Al Nahda,Italian,Lasagne al Forno,1,47.2,5,52.2,Debit Card,6.09,High,Motorcycle,Available,33.4,Delivered,1,0.912,0.361,0
ORD00714606,USR019615,RST00181,Nobu Express Al Jurf,DRV00462,2024-05-05 22:49:00,2024-05-05,22,0,0,Ajman,Al Jurf,Japanese,Teriyaki Chicken Bowl,1,39.19,7,46.19,Debit Card,3.33,High,Motorcycle,Busy,20.9,Delivered,1,0.797,0.414,1
ORD00615545,USR017810,RST01773,Al Hamra Pakistani Business Bay,DRV00098,2024-06-27 20:17:00,2024-06-27,20,0,0,Dubai,Business Bay,Pakistani,Sheer Khurma,1,69.74,7,76.74,Apple Pay,8.03,High,Motorcycle,Busy,41.9,Delivered,1,0.884,0.398,0
ORD00370810,USR008860,RST00209,Mumbai Street Food Downtown,DRV02688,2024-03-07 20:09:00,2024-03-07,20,0,0,Dubai,Downtown,Indian,Gulab Jamun,1,168.0,0,168.0,Apple Pay,3.16,Very High,Motorcycle,Unavailable,33.8,Delivered,0,0.696,0.557,0
ORD00485085,USR028464,RST01791,All American Diner Palm Jumeirah,DRV01621,2024-12-12 20:12:00,2024-12-12,20,0,0,Dubai,Palm Jumeirah,American,BBQ Chicken Wings,1,119.37,0,119.37,Apple Pay,13.74,High,Motorcycle,Available,67.1,Delivered,1,0.707,0.467,0
ORD00097325,USR025238,RST00099,Ceylon Spice Jumeirah,DRV00822,2024-05-15 19:23:00,2024-05-15,19,0,0,Dubai,Jumeirah,Sri Lankan,Rice & Curry,2,45.18,7,97.36,In-App Wallet,12.58,Very High,Motorcycle,Busy,71.4,Delivered,1,0.862,0.54,0
ORD00091320,USR003682,RST01563,Lutong Bahay Al Taawun,DRV02191,2024-10-19 17:47:00,2024-10-19,17,1,0,Sharjah,Al Taawun,Filipino,Sinigang na Baboy,1,20.04,5,25.04,Apple Pay,0.56,High,Bicycle,Busy,20.2,Cancelled,1,0.554,0.394,0
ORD00118397,USR006906,RST01630,Lahori Chaska Jumeirah,DRV00314,2024-06-28 12:40:00,2024-06-28,12,1,0,Dubai,Jumeirah,Pakistani,Daal Chawal,2,64.27,3,131.54,Apple Pay,6.17,High,Motorcycle,Available,49.1,In Transit,0,0.75,0.569,0
ORD00729489,USR024842,RST01350,Lanka Bites Muwaileh,DRV00186,2024-04-19 20:37:00,2024-04-19,20,1,0,Sharjah,Muwaileh,Sri Lankan,Fish Ambul Thiyal,2,33.81,5,72.62,Apple Pay,8.89,Low,Bicycle,Available,55.4,Delivered,1,0.773,0.294,0
ORD00214261,USR028196,RST00465,Pinoy Kitchen Al Nuaimiya,DRV02144,2024-09-24 22:27:00,2024-09-24,22,0,0,Ajman,Al Nuaimiya,Filipino,Chicken Adobo,1,25.03,7,32.03,Credit Card,11.08,Low,Motorcycle,Available,42.4,Delivered,0,0.24,0.387,0
ORD00004871,USR009174,RST01309,Royal Biryani House Bur Dubai,DRV00702,2024-04-17 20:46:00,2024-04-17,20,0,0,Dubai,Bur Dubai,Indian,Palak Paneer,4,41.36,0,165.44,Debit Card,5.38,Medium,Motorcycle,Available,33.4,Delivered,1,0.824,0.293,0
ORD00287389,USR004567,RST00568,Al Waha Lebanese Al Nuaimiya,DRV02489,2024-09-09 06:00:00,2024-09-09,6,0,0,Ajman,Al Nuaimiya,Lebanese,Manakeesh Zaatar,3,27.31,5,86.93,Debit Card,1.88,Medium,Bicycle,Available,31.9,Delivered,1,0.702,0.414,0
ORD00319994,USR020269,RST00442,Katsu Corner Al Majaz,DRV02582,2024-06-04 17:47:00,2024-06-04,17,0,0,Sharjah,Al Majaz,Japanese,Beef Gyoza (6pcs),2,58.88,3,120.76,Credit Card,3.76,Medium,Motorcycle,Available,24.2,Delivered,1,0.843,0.341,0
ORD00595158,USR003711,RST00451,Lucky Wok International City,DRV00063,2024-02-11 21:06:00,2024-02-11,21,0,0,Dubai,International City,Chinese,Peking Duck Wrap,2,39.32,3,81.64,Credit Card,10.33,Low,Motorcycle,Available,40.5,Delivered,0,0.932,0.219,0
ORD00085095,USR005382,RST01415,Katsu Corner Silicon Oasis,DRV02901,2024-02-28 18:01:00,2024-02-28,18,0,0,Dubai,Silicon Oasis,Japanese,Beef Gyoza (6pcs),2,50.83,3,104.66,Apple Pay,8.06,Medium,Motorcycle,Unavailable,40.3,Delivered,0,0.756,0.373,1
ORD00766005,USR019027,RST00428,BBQ Tonight Al Nahda Dubai,DRV01604,2024-06-24 14:39:00,2024-06-24,14,0,0,Dubai,Al Nahda Dubai,Pakistani,Paya Soup,1,31.78,0,31.78,Credit Card,0.54,High,Motorcycle,Busy,18.8,Delivered,1,0.699,0.427,0
ORD00134964,USR022722,RST01245,Maharaja Palace Al Nahda,DRV02829,2024-09-01 15:38:00,2024-09-01,15,0,0,Sharjah,Al Nahda,Indian,Garlic Naan,1,39.64,5,44.64,Debit Card,10.41,Low,Bicycle,Busy,61.3,Delivered,1,0.872,0.237,0
ORD00534371,USR014793,RST00308,Karachi Darbar Downtown,DRV02653,2024-03-20 11:22:00,2024-03-20,11,0,1,Dubai,Downtown,Pakistani,Aloo Gosht,1,135.28,5,140.28,Apple Pay,12.02,Very High,Motorcycle,Busy,72.6,Delivered,1,0.635,0.582,1
ORD00163760,USR028100,RST01179,Jade Garden Muwaileh,DRV02404,2024-01-07 20:02:00,2024-01-07,20,0,0,Sharjah,Muwaileh,Chinese,Peking Duck Wrap,3,22.7,3,71.1,Credit Card,3.36,Low,Motorcycle,Busy,17.4,Delivered,0,0.836,0.206,0
ORD00280900,USR026773,RST01599,Saffron Table Garhoud,DRV00869,2024-03-13 14:02:00,2024-03-13,14,0,1,Dubai,Garhoud,Indian,Palak Paneer,3,71.06,7,220.18,Apple Pay,1.99,Medium,Motorcycle,Available,25.7,Delivered,1,0.874,0.345,0
ORD00360427,USR026584,RST00717,Leila Restaurant Al Taawun,DRV01352,2024-07-19 19:32:00,2024-07-19,19,1,0,Sharjah,Al Taawun,Lebanese,Warak Dawali,2,28.37,3,59.74,Credit Card,3.86,Very High,Bicycle,Available,51.9,Delivered,0,0.844,0.552,0
ORD00670068,USR005354,RST01700,Al Waha Lebanese Festival City,DRV02982,2024-10-15 08:53:00,2024-10-15,8,0,0,Dubai,Festival City,Lebanese,Shanklish Salad,1,182.8,7,189.8,Apple Pay,3.25,Medium,Motorcycle,Available,24.7,Delivered,0,0.845,0.307,0
ORD00036527,USR014664,RST01075,Curry Leaf Khalifa City,DRV01976,2024-03-17 19:58:00,2024-03-17,19,0,1,Abu Dhabi,Khalifa City,Indian,Samosa (2pcs),1,56.49,3,59.49,Apple Pay,5.82,High,Motorcycle,Available,40.4,In Transit,0,0.733,0.495,1
ORD00338387,USR007668,RST00083,Trattoria Roma Al Nahda,DRV02940,2024-05-20 17:13:00,2024-05-20,17,0,0,Sharjah,Al Nahda,Italian,Tiramisu,1,25.76,0,25.76,Credit Card,10.33,High,Motorcycle,Busy,48.3,Delivered,0,0.912,0.341,1
ORD00725351,USR005671,RST01607,Golden Curry Al Nahda,DRV00269,2024-10-15 11:08:00,2024-10-15,11,0,0,Sharjah,Al Nahda,Indian,Chicken Tikka Masala,1,33.51,0,33.51,Credit Card,4.64,High,Motorcycle,Available,36.1,Delivered,0,0.462,0.535,0
ORD00242499,USR022897,RST00679,Pampanga Kitchen Marina,DRV01500,2024-11-21 14:57:00,2024-11-21,14,0,0,Dubai,Marina,Filipino,Crispy Pata,2,105.15,3,213.3,In-App Wallet,4.39,Very High,Motorcycle,Busy,32.3,Delivered,0,0.635,0.561,0
ORD00597815,USR028858,RST00372,Masala Junction International City,DRV00415,2024-05-13 21:50:00,2024-05-13,21,0,0,Dubai,International City,Indian,Butter Chicken,1,34.65,5,39.65,Debit Card,10.33,Medium,Motorcycle,Unavailable,49.3,Delivered,0,0.632,0.405,0
ORD00284470,USR028012,RST01472,Tandoor House Al Raha Beach,DRV00815,2024-06-13 09:04:00,2024-06-13,9,0,0,Abu Dhabi,Al Raha Beach,Indian,Mango Lassi,1,168.59,0,168.59,Debit Card,11.77,Medium,Motorcycle,Available,60.3,Cancelled,1,0.77,0.39,0
ORD00380282,USR021034,RST01840,Vesuvio Kitchen Khalifa City,DRV00635,2024-02-22 12:10:00,2024-02-22,12,0,0,Abu Dhabi,Khalifa City,Italian,Lasagne al Forno,4,61.64,5,251.56,Apple Pay,11.54,Medium,Motorcycle,Busy,55.9,In Transit,1,0.704,0.412,0
ORD00388120,USR017868,RST00716,Noodle Bar Shanghai JLT,DRV01668,2024-04-15 10:58:00,2024-04-15,10,0,0,Dubai,JLT,Chinese,Fried Rice Special,4,73.82,3,298.28,Apple Pay,11.47,Medium,Bicycle,Available,90.0,Delivered,0,0.894,0.314,0
ORD00347626,USR029369,RST00629,Il Pomodoro Corniche,DRV02203,2024-07-28 12:14:00,2024-07-28,12,0,0,Abu Dhabi,Corniche,Italian,Chicken Parmigiana,1,137.04,0,137.04,Credit Card,12.97,Low,Motorcycle,Available,40.5,Delivered,0,0.77,0.241,0
ORD00683140,USR017122,RST00135,Vesuvio Kitchen Al Furjan,DRV03000,2024-01-21 01:53:00,2024-01-21,1,0,0,Dubai,Al Furjan,Italian,Risotto ai Funghi,1,108.18,5,113.18,In-App Wallet,9.32,Very High,Motorcycle,Busy,59.1,Delivered,1,0.701,0.566,0
ORD00207588,USR015418,RST01060,Peshawar Wala Creek Harbour,DRV02832,2024-05-15 20:44:00,2024-05-15,20,0,0,Dubai,Creek Harbour,Pakistani,Chapli Kebab,2,156.44,0,312.88,Credit Card,14.25,High,Motorcycle,Available,63.3,Delivered,1,0.674,0.487,0
ORD00289549,USR011491,RST01940,Adobo House Jumeirah Village Triangle,DRV00183,2024-10-18 10:50:00,2024-10-18,10,1,0,Dubai,Jumeirah Village Triangle,Filipino,Halo Halo,3,66.94,7,207.82,Credit Card,2.82,Medium,Motorcycle,Busy,12.8,Delivered,0,0.788,0.327,0
ORD00133018,USR008393,RST01264,Ceylon Spice Khalidiyah,DRV00104,2024-06-26 18:51:00,2024-06-26,18,0,0,Abu Dhabi,Khalidiyah,Sri Lankan,Fish Ambul Thiyal,1,41.72,3,44.72,Apple Pay,1.63,Medium,Motorcycle,Busy,12.8,Cancelled,1,0.547,0.383,0
ORD00418513,USR005667,RST01907,Chao Fan Express Sports City,DRV01588,2024-12-13 18:01:00,2024-12-13,18,1,0,Dubai,Sports City,Chinese,Steamed Dumplings,4,48.4,5,198.6,In-App Wallet,5.8,Medium,Motorcycle,Available,30.6,Delivered,1,0.741,0.302,0
ORD00324802,USR029966,RST00629,Il Pomodoro Corniche,DRV00643,2024-03-27 01:11:00,2024-03-27,1,0,1,Abu Dhabi,Corniche,Italian,Pasta Carbonara,1,126.53,3,129.53,Apple Pay,8.87,Very High,Motorcycle,Available,54.7,Delivered,1,0.77,0.605,0
ORD00548657,USR018647,RST00490,Green Valley Pakistani Al Muroor,DRV02287,2024-10-12 23:36:00,2024-10-12,23,1,0,Abu Dhabi,Al Muroor,Pakistani,Haleem,1,18.67,7,25.67,Credit Card,12.27,High,Motorcycle,Available,65.3,Delivered,1,0.363,0.557,0
ORD00517247,USR025947,RST01127,Sisig Station Karama,DRV01865,2024-05-24 21:57:00,2024-05-24,21,1,0,Dubai,Karama,Filipino,Longganisa Rice,2,25.41,3,53.82,Apple Pay,9.09,High,Motorcycle,Available,50.5,Delivered,0,0.717,0.436,1
ORD00239201,USR017065,RST01175,Lahori Chaska Al Taawun,DRV01523,2024-11-12 22:30:00,2024-11-12,22,0,0,Sharjah,Al Taawun,Pakistani,Seekh Kebab,2,18.16,5,41.32,Apple Pay,7.77,Medium,Motorcycle,Busy,40.5,Delivered,1,0.586,0.356,0
ORD00437007,USR023849,RST00145,Mumbai Street Food Marina,DRV02714,2024-03-31 23:06:00,2024-03-31,23,0,1,Dubai,Marina,Indian,Garlic Naan,1,170.73,3,173.73,Apple Pay,4.33,Medium,Motorcycle,Available,27.0,Delivered,0,0.493,0.412,0
ORD00743859,USR013221,RST01111,Masala Junction Al Nahda,DRV00359,2024-04-09 21:51:00,2024-04-09,21,0,1,Sharjah,Al Nahda,Indian,Chicken Biryani,1,25.3,0,25.3,Credit Card,3.22,Medium,Motorcycle,Busy,27.6,Delivered,1,0.737,0.384,0
ORD00262566,USR015877,RST01941,Bombay Kitchen JLT,DRV01901,2024-07-17 19:22:00,2024-07-17,19,0,0,Dubai,JLT,Indian,Lamb Rogan Josh,4,87.4,3,352.6,Credit Card,11.54,Low,Motorcycle,Available,38.9,Delivered,1,0.531,0.246,0
ORD00108826,USR015029,RST01399,Punjab Grill Downtown,DRV01751,2024-09-15 19:29:00,2024-09-15,19,0,0,Dubai,Downtown,Indian,Garlic Naan,1,108.88,3,111.88,Apple Pay,14.33,Medium,Bicycle,Available,90.0,Delivered,0,0.563,0.41,0
ORD00187562,USR018171,RST01686,Katsu Corner Al Barsha,DRV02854,2024-01-28 22:36:00,2024-01-28,22,0,0,Dubai,Al Barsha,Japanese,Teriyaki Chicken Bowl,2,110.03,0,220.06,Credit Card,8.99,Very High,Motorcycle,Available,52.6,Delivered,1,0.877,0.614,0
ORD00398692,USR025776,RST01666,Arabian Nights Kitchen Marina,DRV02269,2024-08-07 19:04:00,2024-08-07,19,0,0,Dubai,Marina,Arabic,Chicken Shawarma,4,137.26,3,552.04,Debit Card,2.4,Medium,Motorcycle,Busy,21.3,Delivered,0,0.771,0.293,0
ORD00708562,USR003659,RST00738,Emirati Table Marina,DRV00265,2024-04-07 20:03:00,2024-04-07,20,0,1,Dubai,Marina,Arabic,Falafel Wrap,1,117.58,7,124.58,Credit Card,4.98,High,Motorcycle,Busy,27.8,Delivered,0,0.547,0.493,0
ORD00027355,USR016268,RST00238,Royal Biryani House Masdar City,DRV00825,2024-07-04 12:11:00,2024-07-04,12,0,0,Abu Dhabi,Masdar City,Indian,Palak Paneer,1,88.41,0,88.41,In-App Wallet,2.23,High,Motorcycle,Available,24.3,Delivered,1,0.56,0.555,0
ORD00007676,USR009946,RST00817,Chai & Spice JLT,DRV00285,2024-10-01 19:59:00,2024-10-01,19,0,0,Dubai,JLT,Indian,Dal Makhani,2,65.27,7,137.54,Credit Card,4.52,Low,Bicycle,Busy,46.0,Delivered,1,0.647,0.399,0
ORD00226886,USR019472,RST00232,Ramen Republic Al Reef,DRV00482,2024-04-15 21:21:00,2024-04-15,21,0,0,Abu Dhabi,Al Reef,Japanese,Edamame,1,59.59,0,59.59,In-App Wallet,6.61,Medium,Motorcycle,Busy,37.9,Delivered,0,0.854,0.252,0
ORD00392905,USR011826,RST01737,Smash & Stack Al Rashidiya,DRV01740,2024-04-08 18:02:00,2024-04-08,18,0,1,Ajman,Al Rashidiya,American,Beef Hot Dog,1,31.37,5,36.37,Credit Card,11.64,Medium,Motorcycle,Available,53.4,Delivered,1,0.485,0.466,0
ORD00308428,USR007055,RST01063,Lahori Chaska Motor City,DRV00064,2024-01-06 05:15:00,2024-01-06,5,1,0,Dubai,Motor City,Pakistani,Seekh Kebab,2,58.97,3,120.94,Debit Card,11.88,Low,Motorcycle,Available,46.9,Delivered,1,0.449,0.405,0
ORD00196849,USR025595,RST00258,Mumbai Street Food Downtown,DRV00072,2024-03-10 07:49:00,2024-03-10,7,0,0,Dubai,Downtown,Indian,Lamb Rogan Josh,2,182.37,5,369.74,In-App Wallet,2.21,Low,Motorcycle,Busy,25.1,Delivered,1,0.765,0.248,0
ORD00442562,USR008226,RST01298,Masala Junction Al Khalidiyah,DRV02653,2024-01-31 10:40:00,2024-01-31,10,0,0,Abu Dhabi,Al Khalidiyah,Indian,Chicken Biryani,1,73.21,5,78.21,Credit Card,7.66,Low,Bicycle,Busy,56.0,Delivered,1,0.665,0.346,0
ORD00707465,USR006246,RST01102,Al Safadi Al Nahda,DRV00057,2024-04-15 19:28:00,2024-04-15,19,0,0,Sharjah,Al Nahda,Arabic,Grilled Hammour,1,23.3,0,23.3,Credit Card,2.92,Medium,Motorcycle,Available,27.9,Delivered,1,0.684,0.34,1
ORD00579964,USR024230,RST01322,Yakitori Yoshi JLT,DRV02262,2024-05-02 11:03:00,2024-05-02,11,0,0,Dubai,JLT,Japanese,Teriyaki Chicken Bowl,2,103.65,7,214.3,Credit Card,10.72,Medium,Motorcycle,Busy,47.7,Delivered,0,0.665,0.312,0
ORD00631933,USR005647,RST00662,BBQ Smokehouse Khalidiyah,DRV02713,2024-08-23 13:45:00,2024-08-23,13,1,0,Abu Dhabi,Khalidiyah,American,Crispy Chicken Sandwich,1,84.29,0,84.29,Credit Card,1.79,Low,Motorcycle,Busy,17.0,Delivered,1,0.697,0.215,0
ORD00432008,USR013548,RST01734,Pampanga Kitchen Al Furjan,DRV01108,2024-03-20 20:18:00,2024-03-20,20,0,1,Dubai,Al Furjan,Filipino,Sinigang na Baboy,1,53.68,3,56.68,In-App Wallet,8.78,High,Motorcycle,Busy,45.9,Delivered,1,0.865,0.503,1
ORD00672097,USR002049,RST01918,Masala Junction Al Raha Beach,DRV01451,2024-12-27 18:33:00,2024-12-27,18,1,0,Abu Dhabi,Al Raha Beach,Indian,Dal Makhani,3,127.69,5,388.07,Debit Card,5.97,Medium,Motorcycle,Available,33.8,Delivered,1,0.99,0.347,0
ORD00410310,USR015399,RST00295,Tandoor House Jumeirah,DRV02152,2024-02-04 09:48:00,2024-02-04,9,0,0,Dubai,Jumeirah,Indian,Butter Chicken,1,48.44,7,55.44,Credit Card,3.68,Medium,Motorcycle,Busy,21.7,Delivered,0,0.491,0.334,0
ORD00303751,USR012555,RST00565,Punjab Grill JLT,DRV00877,2024-08-14 22:44:00,2024-08-14,22,0,0,Dubai,JLT,Indian,Palak Paneer,1,75.58,5,80.58,Debit Card,2.0,Low,Motorcycle,Available,19.6,Delivered,1,0.281,0.345,0
ORD00556968,USR016506,RST00292,Chai & Spice Al Nahda,DRV00764,2024-06-07 21:01:00,2024-06-07,21,1,0,Sharjah,Al Nahda,Indian,Dal Makhani,1,33.94,0,33.94,Apple Pay,8.19,Low,Motorcycle,Busy,30.1,Delivered,1,0.829,0.306,0
ORD00059814,USR003681,RST00650,Spice Route Al Taawun,DRV02505,2024-03-07 11:20:00,2024-03-07,11,0,0,Sharjah,Al Taawun,Indian,Lamb Rogan Josh,1,36.75,5,41.75,In-App Wallet,8.88,High,Motorcycle,Available,40.7,Delivered,1,0.698,0.451,0
ORD00589651,USR008328,RST00033,Namaste Kitchen Al Taawun,DRV02636,2024-01-03 19:58:00,2024-01-03,19,0,0,Sharjah,Al Taawun,Indian,Mango Lassi,1,35.9,0,35.9,Credit Card,10.97,Medium,Motorcycle,Available,40.3,Delivered,0,0.467,0.345,1
ORD00064747,USR020006,RST01032,Bella Napoli Al Taawun,DRV01498,2024-08-13 12:29:00,2024-08-13,12,0,0,Sharjah,Al Taawun,Italian,Penne Arrabbiata,1,41.45,5,46.45,Credit Card,5.48,Low,Motorcycle,Busy,26.8,Delivered,1,0.804,0.185,0
ORD00037949,USR001121,RST01171,Namaste Kitchen Business Bay,DRV00494,2024-03-27 19:05:00,2024-03-27,19,0,1,Dubai,Business Bay,Indian,Garlic Naan,3,55.89,5,172.67,In-App Wallet,13.0,Medium,Motorcycle,Available,53.3,Delivered,0,0.772,0.384,0
ORD00687941,USR002512,RST00965,Lahori Chaska Oud Metha,DRV00640,2024-04-30 07:27:00,2024-04-30,7,0,0,Dubai,Oud Metha,Pakistani,Karahi Chicken,4,40.54,3,165.16,Apple Pay,9.27,Low,Motorcycle,Available,30.8,Delivered,0,0.777,0.275,0
ORD00400544,USR022759,RST00867,Saffron Table Al Mushrif,DRV00132,2024-10-27 18:59:00,2024-10-27,18,0,0,Abu Dhabi,Al Mushrif,Indian,Garlic Naan,1,81.96,0,81.96,Debit Card,8.92,Low,Bicycle,Available,60.7,Delivered,0,0.956,0.244,0
ORD00379887,USR021195,RST01314,Saffron Table Motor City,DRV02246,2024-08-22 20:00:00,2024-08-22,20,0,0,Dubai,Motor City,Indian,Dal Makhani,1,59.34,3,62.34,Credit Card,8.62,High,Bicycle,Available,75.4,Delivered,0,0.698,0.515,0
ORD00035455,USR005980,RST00603,Golden Curry Muwaileh,DRV02008,2024-06-04 22:37:00,2024-06-04,22,0,0,Sharjah,Muwaileh,Indian,Dal Makhani,4,44.83,0,179.32,Credit Card,14.54,Medium,Motorcycle,Available,56.0,Delivered,0,0.683,0.327,0
ORD00146330,USR009715,RST01234,Khaleeji Bites Muwaileh,DRV01714,2024-05-06 17:46:00,2024-05-06,17,0,0,Sharjah,Muwaileh,Arabic,Chicken Shawarma,2,29.35,5,63.7,In-App Wallet,8.86,Medium,Motorcycle,Available,49.3,Delivered,1,0.605,0.487,0
ORD00613355,USR019941,RST01969,Tawlet Al Majaz,DRV02488,2024-09-23 00:14:00,2024-09-23,0,0,0,Sharjah,Al Majaz,Lebanese,Warak Dawali,1,27.59,0,27.59,Apple Pay,11.78,Medium,Motorcycle,Busy,54.5,Delivered,1,0.475,0.402,0
ORD00343538,USR011793,RST00602,Emirati Table Al Jurf,DRV01985,2024-10-03 19:32:00,2024-10-03,19,0,0,Ajman,Al Jurf,Arabic,Dates & Karak,2,39.24,3,81.48,In-App Wallet,9.4,Medium,Motorcycle,Unavailable,44.5,Cancelled,0,0.684,0.347,0
ORD00583957,USR002275,RST00743,Peking House Downtown,DRV01684,2024-01-21 13:58:00,2024-01-21,13,0,0,Dubai,Downtown,Chinese,Wonton Soup,3,186.28,0,558.84,Debit Card,9.92,Medium,Motorcycle,Available,49.5,Delivered,1,0.626,0.419,1
ORD00741292,USR019422,RST00143,Al Fanar Al Reem Island,DRV00500,2024-10-22 20:41:00,2024-10-22,20,0,0,Abu Dhabi,Al Reem Island,Arabic,Falafel Wrap,1,54.33,0,54.33,Apple Pay,11.2,Medium,Motorcycle,Unavailable,54.7,Delivered,1,0.73,0.405,0
ORD00326105,USR024063,RST00153,The Wing Co Al Nahda Dubai,DRV01958,2024-06-06 20:53:00,2024-06-06,20,0,0,Dubai,Al Nahda Dubai,American,Mac & Cheese,1,26.99,7,33.99,Credit Card,2.38,Very High,Bicycle,Unavailable,32.1,Delivered,1,0.868,0.519,0
ORD00120483,USR016257,RST00429,Zaatar w Zeit JLT,DRV01147,2024-08-21 18:12:00,2024-08-21,18,0,0,Dubai,JLT,Lebanese,Baba Ghanoush,2,79.34,3,161.68,Credit Card,10.15,Low,Motorcycle,Busy,43.6,Delivered,0,0.598,0.33,0
ORD00256305,USR000730,RST01312,Shawarma Station Marina,DRV00052,2024-08-04 12:47:00,2024-08-04,12,0,0,Dubai,Marina,Arabic,Falafel Wrap,1,150.04,5,155.04,Credit Card,1.33,High,Motorcycle,Available,21.8,Delivered,1,0.525,0.45,0
